UserID,Gender,Age,FavoriteMusicType,WeeklyListeningHours,PaidSubscription,ListeningPlatform,Country,SubscriptionType,GenrePreferenceLevel,DeviceType,ListeningTimeOfDay,NumberOfPlaylists
895,Female,27,Chill,5,Yes,QQ Music,Brazil,Premium,Medium,Smart Speaker,Evening,19
896,Female,18,Pop,25,No,Spotify,Australia,Family,High,Mobile,Evening,52
897,Male,23,J-Pop,19,Yes,Apple Music,USA,Premium,Low,Tablet,Afternoon,44
898,Male,37,Oldies,12,Yes,Spotify,Japan,Student,Low,Tablet,Evening,35
899,Female,27,Rock,21,Yes,YouTube Music,China,Student,Low,Mobile,Afternoon,49
900,Male,30,Rock,19,Yes,NetEase Cloud,USA,Student,Medium,Smart Speaker,Afternoon,47
901,Female,31,Pop,15,Yes,NetEase Cloud,China,Premium,High,Tablet,Morning,26
902,Male,18,Rock,19,Yes,Spotify,Germany,Premium,High,Smart Speaker,Afternoon,2
903,Female,26,Pop,19,Yes,Spotify,UK,Premium,Medium,Tablet,Afternoon,69
904,Male,29,Jazz,13,No,YouTube Music,Germany,Family,Medium,PC,Evening,46
905,Female,27,K-Pop,18,Yes,Spotify,Japan,Student,Low,Smart Speaker,Night,58
906,Female,42,Oldies,14,Yes,QQ Music,France,Premium,Medium,Mobile,Evening,21
907,Female,45,Oldies,5,No,QQ Music,Korea,Student,Medium,Smart Speaker,Afternoon,19
908,Male,24,J-Pop,24,Yes,Apple Music,China,Student,High,Smart Speaker,Afternoon,74
909,Female,31,Pop,18,Yes,NetEase Cloud,Japan,Premium,High,Tablet,Morning,73
910,Female,18,K-Pop,29,Yes,YouTube Music,UK,Premium,High,Smart Speaker,Afternoon,91
911,Male,44,Jazz,15,Yes,YouTube Music,France,Family,Low,Mobile,Evening,25
912,Male,18,J-Pop,23,Yes,Spotify,India,Family,Low,Tablet,Afternoon,29
913,Male,28,Jazz,9,No,NetEase Cloud,UK,Student,Low,Tablet,Morning,23
914,Female,20,K-Pop,24,No,Apple Music,China,Premium,Low,PC,Afternoon,42
915,Male,30,EDM,23,Yes,Apple Music,UK,Premium,High,Smart Speaker,Night,40
916,Female,22,K-Pop,30,Yes,Apple Music,China,Premium,High,PC,Evening,61
917,Female,20,J-Pop,12,Yes,NetEase Cloud,France,Student,Medium,PC,Night,46
918,Female,43,Traditional,10,Yes,Apple Music,India,Premium,Low,PC,Afternoon,3
919,Female,23,Chill,25,No,QQ Music,Germany,Family,Medium,Tablet,Night,60
920,Female,18,Pop,24,Yes,Spotify,Korea,Free,Low,Mobile,Night,19
921,Male,45,Oldies,14,Yes,Apple Music,Germany,Free,Low,PC,Morning,36
922,Male,18,EDM,30,Yes,QQ Music,China,Family,Low,Tablet,Evening,59
923,Male,45,Oldies,17,No,QQ Music,Korea,Free,High,PC,Night,25
924,Male,35,Oldies,16,Yes,YouTube Music,Germany,Family,Low,Tablet,Afternoon,24
925,Male,18,K-Pop,16,No,Spotify,USA,Student,Medium,Smart Speaker,Afternoon,25
926,Male,21,Rock,24,No,YouTube Music,Japan,Free,Medium,Mobile,Night,43
927,Male,19,J-Pop,26,Yes,NetEase Cloud,Korea,Student,High,Tablet,Morning,35
928,Female,24,EDM,23,Yes,QQ Music,Germany,Student,Low,PC,Evening,79
929,Female,22,Jazz,10,Yes,YouTube Music,Japan,Family,High,Smart Speaker,Night,5
930,Female,21,Pop,28,Yes,Spotify,China,Student,Medium,Mobile,Afternoon,33
931,Female,19,Pop,26,No,QQ Music,Germany,Free,Low,Smart Speaker,Night,68
932,Female,39,Oldies,16,No,Apple Music,Brazil,Free,High,Tablet,Morning,12
933,Male,45,Traditional,20,Yes,Spotify,Brazil,Family,Low,Tablet,Evening,25
934,Male,18,EDM,20,Yes,Apple Music,Korea,Student,Medium,Tablet,Afternoon,75
935,Male,20,Pop,28,No,NetEase Cloud,Germany,Premium,Low,Mobile,Afternoon,57
936,Female,18,J-Pop,22,No,Apple Music,China,Student,Low,Tablet,Morning,33
937,Male,23,Rock,14,No,Apple Music,Germany,Free,High,Smart Speaker,Night,63
938,Female,45,Traditional,6,Yes,NetEase Cloud,China,Free,High,Tablet,Afternoon,0
939,Female,23,Rock,8,Yes,NetEase Cloud,Korea,Free,Low,Mobile,Evening,40
940,Male,40,Jazz,22,Yes,Apple Music,India,Student,Low,Tablet,Evening,33
941,Female,21,J-Pop,10,Yes,QQ Music,Germany,Premium,Medium,Smart Speaker,Night,50
942,Female,24,EDM,30,No,QQ Music,Korea,Free,Medium,Smart Speaker,Morning,42
943,Male,31,Jazz,7,Yes,YouTube Music,Australia,Student,Medium,PC,Afternoon,0
944,Male,32,Oldies,5,No,YouTube Music,Korea,Family,High,Smart Speaker,Evening,29
945,Male,19,Pop,16,No,NetEase Cloud,Korea,Student,Medium,Mobile,Night,23
946,Male,18,Rock,27,Yes,Spotify,Australia,Free,High,Tablet,Morning,19
947,Female,20,Pop,9,No,Apple Music,France,Free,Medium,Smart Speaker,Night,66
948,Male,42,Traditional,8,Yes,NetEase Cloud,India,Free,Medium,Tablet,Morning,16
949,Male,45,Oldies,12,Yes,NetEase Cloud,Germany,Free,Medium,Mobile,Morning,22
950,Male,27,Jazz,5,No,NetEase Cloud,France,Free,Low,Tablet,Afternoon,27
951,Male,37,Jazz,20,No,QQ Music,Korea,Student,Low,Tablet,Morning,0
952,Female,20,Chill,13,No,Spotify,UK,Student,Medium,Mobile,Afternoon,34
953,Female,21,Pop,19,No,QQ Music,India,Premium,Low,Smart Speaker,Morning,53
954,Female,36,Traditional,15,No,YouTube Music,Brazil,Student,High,Mobile,Evening,24
955,Male,19,K-Pop,30,Yes,NetEase Cloud,Australia,Free,High,Smart Speaker,Night,86
956,Male,25,K-Pop,5,No,QQ Music,USA,Student,Low,Mobile,Night,86
957,Female,28,EDM,30,Yes,NetEase Cloud,Brazil,Student,Medium,Tablet,Afternoon,90
958,Female,34,Rock,23,Yes,Spotify,Japan,Premium,Low,Tablet,Evening,66
959,Male,36,Pop,21,No,Apple Music,USA,Free,Low,PC,Morning,10
960,Female,28,Chill,19,No,QQ Music,USA,Premium,High,Tablet,Afternoon,36
961,Male,18,Rock,8,Yes,Spotify,Korea,Free,Medium,Smart Speaker,Evening,25
962,Male,41,Jazz,22,Yes,Apple Music,China,Free,High,Tablet,Afternoon,43
963,Female,30,Pop,19,No,NetEase Cloud,UK,Family,Low,Mobile,Night,6
964,Female,18,K-Pop,21,Yes,Spotify,France,Student,Low,Mobile,Morning,45
965,Male,22,J-Pop,24,No,YouTube Music,USA,Free,Medium,Tablet,Afternoon,65
966,Male,20,J-Pop,10,No,Apple Music,UK,Family,Medium,Tablet,Afternoon,41
967,Female,32,Chill,24,No,Apple Music,Korea,Premium,High,Smart Speaker,Afternoon,24
968,Female,24,J-Pop,23,Yes,NetEase Cloud,Germany,Student,Medium,Mobile,Afternoon,50
969,Female,42,Jazz,11,Yes,YouTube Music,China,Free,Medium,Mobile,Morning,21
970,Male,23,EDM,19,Yes,QQ Music,China,Family,Low,Smart Speaker,Afternoon,72
971,Female,24,Chill,18,No,Spotify,USA,Premium,Low,PC,Morning,33
972,Female,43,Traditional,10,Yes,NetEase Cloud,Korea,Premium,Low,Mobile,Afternoon,16
973,Female,32,Chill,18,No,YouTube Music,China,Family,Medium,PC,Evening,34
974,Male,34,Pop,13,No,Apple Music,UK,Student,Medium,Tablet,Afternoon,43
975,Male,18,Rock,20,Yes,Apple Music,Germany,Free,Low,PC,Morning,17
976,Male,20,J-Pop,19,No,Apple Music,Australia,Family,Medium,Smart Speaker,Evening,55
977,Male,30,Jazz,12,Yes,YouTube Music,Korea,Family,Low,Smart Speaker,Night,51
978,Male,26,Rock,14,Yes,YouTube Music,France,Premium,Medium,PC,Night,34
979,Female,33,EDM,23,Yes,QQ Music,UK,Family,Low,Mobile,Evening,42
980,Male,29,Jazz,12,Yes,Spotify,India,Student,High,Mobile,Evening,21
981,Female,18,J-Pop,15,No,Apple Music,India,Premium,Medium,Mobile,Morning,35
982,Male,37,Chill,14,No,QQ Music,Korea,Family,High,Mobile,Night,31
983,Male,32,Rock,25,Yes,YouTube Music,Australia,Family,Low,Mobile,Morning,34
984,Male,21,Rock,12,No,QQ Music,Germany,Student,High,Tablet,Evening,53
985,Female,29,Chill,14,No,Apple Music,USA,Free,Medium,Smart Speaker,Morning,20
986,Male,19,EDM,27,Yes,Spotify,USA,Free,High,Tablet,Evening,27
987,Female,41,Chill,13,No,QQ Music,Japan,Free,Low,Smart Speaker,Night,32
988,Female,18,K-Pop,22,Yes,YouTube Music,Australia,Premium,High,Tablet,Afternoon,48
989,Male,22,Pop,30,No,NetEase Cloud,USA,Free,Low,Mobile,Evening,48
990,Female,34,Oldies,9,No,NetEase Cloud,India,Free,Low,PC,Morning,32
991,Female,45,Oldies,14,Yes,QQ Music,Korea,Premium,High,PC,Evening,33
992,Male,38,Chill,25,Yes,YouTube Music,UK,Family,Low,PC,Evening,0
993,Female,25,J-Pop,27,No,QQ Music,USA,Premium,Low,PC,Afternoon,25
994,Male,27,Jazz,10,No,QQ Music,Brazil,Free,Medium,Mobile,Morning,19
995,Male,18,K-Pop,24,Yes,NetEase Cloud,Brazil,Premium,Low,PC,Evening,72
996,Female,31,Rock,12,Yes,QQ Music,France,Premium,High,PC,Morning,23
997,Female,45,Traditional,14,Yes,NetEase Cloud,France,Free,Low,Mobile,Night,20
998,Female,26,Pop,19,Yes,YouTube Music,France,Family,Medium,Smart Speaker,Morning,56
999,Female,39,Traditional,13,Yes,YouTube Music,Brazil,Free,Low,PC,Morning,4
1000,Male,18,K-Pop,18,Yes,YouTube Music,Korea,Premium,Low,Tablet,Afternoon,47
1001,Male,18,Pop,16,Yes,NetEase Cloud,Germany,Free,Low,PC,Morning,11
1002,Female,27,EDM,24,Yes,Apple Music,Brazil,Family,Low,Tablet,Night,17
1003,Male,34,Oldies,14,No,Apple Music,Brazil,Student,Medium,Tablet,Morning,18
1004,Female,25,Chill,16,Yes,Apple Music,Korea,Premium,Low,Mobile,Morning,41
1005,Male,29,Oldies,15,Yes,Apple Music,China,Family,Low,Smart Speaker,Afternoon,15
1006,Female,34,Jazz,14,Yes,YouTube Music,USA,Free,Low,Smart Speaker,Morning,22
1007,Female,21,Chill,15,No,Apple Music,Korea,Free,High,Tablet,Morning,64
1008,Female,30,Oldies,21,Yes,QQ Music,India,Student,Low,PC,Night,21
1009,Female,23,Pop,12,Yes,NetEase Cloud,Japan,Premium,Medium,Mobile,Afternoon,28
1010,Male,20,EDM,16,No,Apple Music,UK,Free,Low,Tablet,Afternoon,54
1011,Male,20,Pop,30,No,YouTube Music,China,Family,Medium,Tablet,Evening,19
1012,Female,42,Traditional,12,No,Apple Music,UK,Premium,High,Tablet,Morning,9
1013,Female,45,Traditional,10,Yes,NetEase Cloud,China,Student,Medium,Tablet,Evening,0
1014,Male,28,Rock,11,Yes,Spotify,Germany,Family,Low,PC,Afternoon,19
1015,Female,38,Chill,14,Yes,Spotify,China,Student,Medium,PC,Morning,51
1016,Male,45,Traditional,9,Yes,YouTube Music,USA,Family,High,Mobile,Evening,27
1017,Female,18,Pop,30,Yes,YouTube Music,India,Premium,Low,Mobile,Night,29
1018,Female,43,Jazz,19,Yes,YouTube Music,Japan,Family,High,Tablet,Afternoon,34
1019,Male,37,Traditional,11,Yes,Apple Music,India,Premium,Low,Smart Speaker,Morning,0
1020,Male,26,Rock,20,No,NetEase Cloud,Korea,Premium,High,Smart Speaker,Night,42
1021,Male,18,Chill,9,No,NetEase Cloud,UK,Family,Low,PC,Afternoon,21
1022,Male,23,J-Pop,23,Yes,NetEase Cloud,France,Family,High,PC,Evening,46
1023,Female,45,Traditional,7,No,Spotify,Korea,Premium,High,Tablet,Afternoon,26
1024,Female,44,Traditional,13,No,NetEase Cloud,Australia,Free,Medium,Smart Speaker,Night,18
1025,Male,45,Traditional,13,Yes,YouTube Music,Australia,Free,Medium,Mobile,Evening,10
1026,Male,25,EDM,30,Yes,Apple Music,Germany,Family,Low,Smart Speaker,Afternoon,45
1027,Female,45,Oldies,14,Yes,Spotify,India,Free,Low,Smart Speaker,Morning,0
1028,Female,42,Oldies,10,No,Apple Music,Brazil,Free,High,Tablet,Evening,31
1029,Female,26,J-Pop,23,Yes,QQ Music,China,Premium,Medium,Mobile,Afternoon,79
1030,Male,38,Oldies,16,Yes,YouTube Music,Germany,Premium,Low,PC,Morning,34
1031,Male,24,Rock,22,Yes,Spotify,India,Free,Medium,Tablet,Night,28
1032,Female,31,Jazz,8,No,YouTube Music,Japan,Student,Low,Mobile,Afternoon,33
1033,Male,25,Pop,28,Yes,Apple Music,Japan,Family,Medium,Mobile,Night,62
1034,Female,23,Rock,10,Yes,NetEase Cloud,Australia,Student,Low,Mobile,Morning,48
1035,Female,31,Rock,22,Yes,QQ Music,UK,Student,Medium,Smart Speaker,Evening,61
1036,Male,29,Chill,14,Yes,YouTube Music,India,Student,High,Smart Speaker,Morning,21
1037,Female,21,J-Pop,21,Yes,QQ Music,Japan,Free,Low,Smart Speaker,Afternoon,53
1038,Male,30,Chill,16,Yes,Apple Music,UK,Premium,Medium,Tablet,Afternoon,21
1039,Female,30,Rock,18,Yes,YouTube Music,UK,Free,High,Tablet,Afternoon,36
1040,Female,18,J-Pop,14,Yes,NetEase Cloud,Brazil,Student,Low,PC,Night,73
1041,Male,27,EDM,12,Yes,QQ Music,USA,Free,Medium,Mobile,Evening,79
1042,Female,45,Oldies,13,Yes,Spotify,Brazil,Family,Low,Tablet,Afternoon,44
1043,Female,23,J-Pop,13,Yes,Apple Music,China,Student,Low,Tablet,Night,56
1044,Female,36,Jazz,11,Yes,YouTube Music,UK,Free,High,PC,Morning,38
1045,Female,28,Oldies,17,Yes,Spotify,Japan,Premium,Low,Mobile,Afternoon,14
1046,Female,27,Jazz,14,Yes,NetEase Cloud,UK,Student,Medium,Smart Speaker,Night,36
1047,Female,24,Pop,14,Yes,NetEase Cloud,India,Premium,Low,Tablet,Afternoon,33
1048,Female,18,Rock,16,No,QQ Music,China,Family,Low,Smart Speaker,Night,61
1049,Male,39,Oldies,17,No,Apple Music,Germany,Family,High,Tablet,Morning,42
1050,Female,21,Rock,16,Yes,YouTube Music,Australia,Free,High,Tablet,Afternoon,83
1051,Male,45,Oldies,5,Yes,Spotify,Germany,Free,Medium,Tablet,Afternoon,29
1052,Female,24,EDM,30,No,YouTube Music,France,Family,High,PC,Morning,41
1053,Male,36,Traditional,9,Yes,Spotify,Australia,Student,High,PC,Night,14
1054,Female,45,Oldies,7,No,Apple Music,Australia,Student,Medium,Mobile,Night,17
1055,Male,31,Traditional,16,No,NetEase Cloud,UK,Student,Low,PC,Night,32
1056,Female,20,J-Pop,20,No,NetEase Cloud,France,Family,Low,Mobile,Night,58
1057,Male,45,Chill,19,Yes,YouTube Music,USA,Premium,Low,Mobile,Evening,22
1058,Female,18,K-Pop,15,Yes,YouTube Music,USA,Premium,Medium,Tablet,Night,56
1059,Female,20,EDM,26,Yes,QQ Music,Australia,Student,Medium,Tablet,Night,46
1060,Female,26,Jazz,9,Yes,Spotify,Brazil,Free,Medium,Tablet,Night,53
1061,Female,45,Oldies,21,Yes,QQ Music,Germany,Free,High,Mobile,Evening,31
1062,Female,39,Traditional,17,Yes,Spotify,UK,Family,Medium,Tablet,Morning,19
1063,Female,34,Chill,16,Yes,Apple Music,Japan,Free,High,Tablet,Evening,0
1064,Female,29,K-Pop,26,No,YouTube Music,Korea,Family,Low,PC,Morning,61
1065,Male,20,K-Pop,24,Yes,Spotify,Brazil,Family,High,Smart Speaker,Morning,43
1066,Male,38,Chill,9,No,NetEase Cloud,Australia,Free,High,PC,Night,38
1067,Female,26,Pop,18,No,Apple Music,France,Free,High,Smart Speaker,Evening,53
1068,Male,19,Rock,12,Yes,NetEase Cloud,India,Student,Medium,PC,Night,44
1069,Male,25,J-Pop,10,Yes,Apple Music,Japan,Student,Medium,PC,Evening,59
1070,Female,19,J-Pop,20,No,Spotify,Germany,Free,Low,Smart Speaker,Afternoon,25
1071,Male,18,J-Pop,27,Yes,NetEase Cloud,France,Student,High,Mobile,Afternoon,50
1072,Female,20,Pop,19,No,Spotify,USA,Student,High,Tablet,Morning,55
1073,Female,27,Rock,17,No,QQ Music,Korea,Premium,High,PC,Afternoon,61
1074,Female,30,Rock,20,Yes,Apple Music,China,Student,High,Mobile,Afternoon,41
1075,Male,45,Traditional,13,No,YouTube Music,Korea,Student,Medium,Mobile,Afternoon,30
1076,Female,25,K-Pop,15,Yes,NetEase Cloud,USA,Student,High,Tablet,Afternoon,33
1077,Male,18,K-Pop,29,No,Spotify,France,Premium,Medium,Mobile,Afternoon,23
1078,Female,35,Chill,19,Yes,NetEase Cloud,China,Student,Low,Mobile,Afternoon,55
1079,Female,24,Pop,10,Yes,Spotify,Germany,Premium,Low,Mobile,Morning,23
1080,Male,34,Traditional,9,Yes,QQ Music,Japan,Student,Medium,PC,Night,18
1081,Female,31,Oldies,20,No,YouTube Music,Brazil,Family,Medium,PC,Evening,9
1082,Female,33,Rock,25,No,NetEase Cloud,Brazil,Family,High,PC,Morning,57
1083,Female,18,K-Pop,25,No,NetEase Cloud,France,Student,High,Smart Speaker,Night,29
1084,Male,45,Oldies,12,Yes,Spotify,France,Premium,High,Smart Speaker,Evening,20
1085,Female,34,Traditional,5,Yes,Spotify,China,Free,High,Tablet,Morning,9
1086,Male,30,EDM,21,Yes,NetEase Cloud,India,Family,Low,Smart Speaker,Evening,55
1087,Female,40,Jazz,24,No,QQ Music,Japan,Free,High,Tablet,Afternoon,49
1088,Male,18,Pop,6,No,NetEase Cloud,Brazil,Free,High,Smart Speaker,Night,96
1089,Male,45,Traditional,12,Yes,Apple Music,USA,Family,Medium,Tablet,Evening,7
1090,Female,29,Pop,19,No,Apple Music,China,Family,Low,PC,Morning,42
1091,Male,45,Traditional,13,Yes,NetEase Cloud,China,Free,Medium,Mobile,Morning,8
1092,Female,32,Jazz,18,No,QQ Music,Brazil,Premium,High,Mobile,Morning,37
1093,Female,37,Jazz,19,Yes,Spotify,India,Family,Low,Tablet,Afternoon,24
1094,Female,25,EDM,5,Yes,Spotify,Japan,Student,High,Tablet,Morning,48
1095,Male,28,Pop,17,No,NetEase Cloud,France,Family,High,PC,Afternoon,34
1096,Male,18,Pop,27,No,YouTube Music,USA,Student,Low,Smart Speaker,Afternoon,57
1097,Male,28,Pop,7,Yes,Spotify,Brazil,Family,Medium,Tablet,Afternoon,41
1098,Female,21,Pop,18,Yes,Apple Music,Japan,Student,Medium,PC,Morning,31
1099,Female,28,Chill,22,No,Apple Music,Australia,Student,High,Smart Speaker,Night,0
1100,Female,30,J-Pop,24,No,YouTube Music,Australia,Premium,Medium,Tablet,Night,49
1101,Female,30,Rock,9,No,YouTube Music,UK,Premium,Low,Mobile,Evening,26
1102,Male,41,Traditional,17,Yes,Apple Music,France,Free,Medium,Smart Speaker,Afternoon,19
1103,Male,43,Oldies,10,Yes,NetEase Cloud,India,Family,Low,Mobile,Night,30
1104,Male,45,Traditional,15,No,NetEase Cloud,China,Family,Low,PC,Morning,19
1105,Male,45,Traditional,14,Yes,NetEase Cloud,UK,Family,Low,Mobile,Evening,25
1106,Male,30,Pop,27,Yes,Apple Music,China,Premium,High,Mobile,Evening,42
1107,Male,24,K-Pop,20,Yes,YouTube Music,USA,Family,Low,Smart Speaker,Morning,36
1108,Male,29,Chill,16,Yes,QQ Music,Australia,Family,Low,Mobile,Morning,5
1109,Male,40,Chill,5,Yes,Apple Music,Korea,Free,Medium,PC,Afternoon,83
1110,Female,33,Pop,18,Yes,Apple Music,Australia,Premium,High,Tablet,Morning,45
1111,Female,42,Oldies,10,No,Spotify,Japan,Free,Medium,Tablet,Morning,27
1112,Male,21,Pop,19,Yes,NetEase Cloud,Australia,Family,Low,Smart Speaker,Afternoon,48
1113,Male,18,Pop,20,No,Spotify,UK,Free,High,Smart Speaker,Morning,48
1114,Male,24,EDM,23,Yes,Apple Music,Germany,Family,Medium,PC,Afternoon,88
1115,Female,32,Jazz,16,Yes,Apple Music,China,Family,Medium,Tablet,Night,49
1116,Male,34,Jazz,16,No,Apple Music,India,Free,High,Mobile,Evening,28
1117,Male,32,Rock,16,Yes,QQ Music,Australia,Free,High,Mobile,Afternoon,65
1118,Male,39,Oldies,8,Yes,Spotify,USA,Student,Low,Mobile,Evening,33
1119,Male,20,J-Pop,25,No,YouTube Music,Brazil,Family,Medium,PC,Evening,0
1120,Male,25,Rock,15,No,NetEase Cloud,India,Student,Medium,PC,Night,18
1121,Male,36,Oldies,10,Yes,NetEase Cloud,China,Premium,Medium,Mobile,Evening,24
1122,Female,33,Traditional,13,No,QQ Music,USA,Student,High,PC,Night,33
1123,Female,41,Oldies,17,Yes,Spotify,Japan,Premium,Low,PC,Night,38
1124,Female,45,Oldies,22,Yes,NetEase Cloud,India,Student,Low,PC,Afternoon,19
1125,Female,29,Jazz,18,No,Apple Music,Japan,Student,Medium,Mobile,Evening,40
1126,Female,28,EDM,30,Yes,Spotify,Germany,Student,Medium,PC,Afternoon,60
1127,Female,27,Rock,12,No,NetEase Cloud,India,Free,Low,Smart Speaker,Afternoon,82
1128,Male,19,K-Pop,20,Yes,Spotify,France,Premium,High,Smart Speaker,Afternoon,48
1129,Female,18,K-Pop,17,Yes,QQ Music,Australia,Student,Low,PC,Afternoon,44
1130,Male,18,Pop,14,Yes,YouTube Music,Germany,Student,High,Mobile,Morning,87
1131,Female,39,Chill,22,No,YouTube Music,USA,Premium,High,Tablet,Afternoon,56
1132,Male,35,EDM,10,Yes,Spotify,Germany,Student,High,Mobile,Night,29
1133,Female,20,Rock,15,Yes,QQ Music,Australia,Family,Medium,Mobile,Evening,33
1134,Male,19,Pop,21,No,NetEase Cloud,China,Free,Low,PC,Night,45
1135,Female,24,Chill,5,No,Apple Music,France,Free,High,Tablet,Night,17
1136,Female,21,Rock,16,Yes,Spotify,Germany,Free,Low,PC,Morning,17
1137,Male,36,Oldies,7,Yes,Spotify,Brazil,Student,High,Smart Speaker,Morning,23
1138,Female,18,EDM,18,Yes,NetEase Cloud,USA,Free,Medium,PC,Night,27
1139,Female,23,EDM,18,No,Apple Music,China,Family,Low,Tablet,Morning,82
1140,Female,38,Jazz,14,Yes,Apple Music,India,Family,High,Tablet,Night,18
1141,Male,42,Oldies,16,No,NetEase Cloud,India,Premium,High,Smart Speaker,Afternoon,26
1142,Male,30,J-Pop,24,No,Spotify,Australia,Student,High,Mobile,Morning,66
1143,Male,33,Chill,21,Yes,NetEase Cloud,France,Free,High,Mobile,Evening,20
1144,Male,31,Jazz,16,Yes,YouTube Music,China,Family,High,Mobile,Night,35
1145,Female,24,J-Pop,28,Yes,NetEase Cloud,USA,Family,Medium,PC,Morning,24
1146,Male,33,Oldies,14,No,QQ Music,India,Student,Low,PC,Morning,16
1147,Female,45,Oldies,15,Yes,Spotify,UK,Free,Medium,Tablet,Morning,24
1148,Female,30,Jazz,12,No,QQ Music,USA,Premium,Medium,Tablet,Night,30
1149,Female,40,Oldies,10,No,Spotify,UK,Premium,Low,Mobile,Evening,21
1150,Female,45,Oldies,19,Yes,Spotify,China,Student,Medium,PC,Afternoon,28
1151,Male,18,Chill,20,Yes,YouTube Music,Australia,Family,High,Tablet,Afternoon,62
1152,Female,45,Oldies,16,No,NetEase Cloud,UK,Family,Low,Smart Speaker,Afternoon,42
1153,Female,32,Chill,20,Yes,NetEase Cloud,France,Student,Low,Mobile,Night,22
1154,Female,34,Chill,24,Yes,YouTube Music,Brazil,Student,Medium,PC,Evening,24
1155,Male,28,Jazz,15,Yes,YouTube Music,Japan,Student,Low,Smart Speaker,Morning,26
1156,Female,38,Chill,14,No,Apple Music,Korea,Free,Low,Smart Speaker,Evening,65
1157,Female,18,Pop,28,No,QQ Music,USA,Free,Medium,Mobile,Afternoon,28
1158,Female,27,Oldies,14,Yes,Spotify,China,Premium,Low,Tablet,Evening,21
1159,Female,32,Oldies,5,No,Apple Music,Australia,Student,High,PC,Night,24
1160,Female,30,Rock,21,No,NetEase Cloud,Brazil,Student,Medium,Smart Speaker,Night,41
1161,Male,43,Oldies,12,No,Apple Music,France,Family,High,Mobile,Afternoon,7
1162,Male,18,Rock,16,No,NetEase Cloud,Brazil,Premium,Medium,Mobile,Evening,36
1163,Female,26,J-Pop,26,Yes,YouTube Music,UK,Premium,Low,Mobile,Evening,60
1164,Female,29,Chill,8,Yes,Spotify,UK,Student,High,PC,Morning,42
1165,Female,26,Pop,5,Yes,Spotify,China,Premium,High,Mobile,Night,26
1166,Male,35,Oldies,13,No,Spotify,India,Premium,Medium,Tablet,Morning,15
1167,Female,39,Oldies,11,Yes,YouTube Music,Japan,Family,Medium,PC,Evening,23
1168,Female,19,EDM,19,No,NetEase Cloud,China,Premium,High,Tablet,Evening,32
1169,Female,27,Rock,21,Yes,YouTube Music,Korea,Student,High,Smart Speaker,Morning,24
1170,Female,29,J-Pop,20,Yes,Spotify,Korea,Family,High,Mobile,Morning,77
1171,Female,29,Jazz,5,No,Spotify,Brazil,Student,Low,PC,Evening,36
1172,Female,43,Traditional,12,No,Spotify,Australia,Family,High,PC,Evening,13
1173,Male,34,Jazz,12,Yes,NetEase Cloud,Australia,Free,Low,Smart Speaker,Morning,25
1174,Female,28,Pop,21,Yes,NetEase Cloud,UK,Student,Medium,Tablet,Afternoon,58
1175,Female,33,Jazz,13,Yes,Apple Music,Australia,Premium,Medium,Mobile,Morning,12
1176,Female,21,EDM,5,No,Apple Music,UK,Premium,High,PC,Night,45
1177,Male,31,Chill,20,No,QQ Music,China,Family,High,Mobile,Night,30
1178,Female,27,Rock,5,Yes,NetEase Cloud,Korea,Premium,High,Mobile,Night,38
1179,Male,18,Chill,9,Yes,YouTube Music,Brazil,Premium,High,PC,Afternoon,31
1180,Male,31,EDM,27,Yes,NetEase Cloud,Brazil,Premium,Medium,Mobile,Night,60
1181,Male,41,Traditional,9,Yes,Apple Music,Korea,Free,Low,Smart Speaker,Afternoon,14
1182,Female,24,J-Pop,13,Yes,Spotify,Japan,Student,Medium,PC,Evening,60
1183,Female,31,Jazz,19,No,Apple Music,Korea,Family,High,Tablet,Night,44
1184,Male,31,Traditional,9,No,Apple Music,Germany,Family,Medium,Smart Speaker,Afternoon,11
1185,Female,18,Rock,11,Yes,Apple Music,Japan,Student,Medium,Smart Speaker,Evening,88
1186,Female,45,Traditional,19,Yes,QQ Music,Japan,Free,High,Tablet,Morning,28
1187,Female,24,Chill,14,Yes,QQ Music,India,Student,High,Smart Speaker,Evening,45
1188,Male,27,Rock,14,Yes,QQ Music,Japan,Family,Low,PC,Evening,9
1189,Male,38,J-Pop,21,No,YouTube Music,China,Premium,High,PC,Afternoon,44
1190,Female,33,Chill,15,Yes,QQ Music,Japan,Premium,Medium,Mobile,Evening,37
1191,Female,32,Rock,17,Yes,YouTube Music,Brazil,Premium,Low,PC,Evening,16
1192,Female,33,Jazz,12,Yes,NetEase Cloud,India,Free,Low,Tablet,Afternoon,51
1193,Male,27,J-Pop,22,Yes,NetEase Cloud,Korea,Free,High,Mobile,Morning,26
1194,Female,25,Jazz,15,Yes,QQ Music,Germany,Free,High,Smart Speaker,Morning,35
1195,Male,22,Rock,15,No,NetEase Cloud,Australia,Premium,Low,Tablet,Morning,28
1196,Male,39,Oldies,5,No,NetEase Cloud,Brazil,Family,High,Tablet,Evening,11
1197,Male,38,Traditional,16,Yes,Spotify,France,Free,High,Tablet,Morning,11
1198,Female,43,Traditional,12,No,QQ Music,Brazil,Student,High,Mobile,Morning,32
1199,Female,44,Chill,16,No,QQ Music,Japan,Premium,Low,Tablet,Night,26
1200,Male,18,Pop,18,No,Apple Music,Korea,Premium,High,Tablet,Night,35
